"";"BirdID";"NestWatchID";"Behaviour";"NestID";"LayDateEarliest";"LayDateLatest";"HatchDateEarliest";"HatchDateLatest";"WatchDate";"BreedGroupID";"ClutchSize";"BroodSize";"ObsDuration";"StartTime";"StatusID";"Status";"Observer";"year";"nrfeeding";"prate";"birthyear";"birthday";"age";"age_years";"age_days";"FieldPeriodID";"TerritoryID";"PeriodStart";"PeriodEnd";"PeriodYear";"groupsize";"nr_helpers";"Island";"Year";"TerritoryNumber";"TQ";"TQcorrected";"prate_z";"lifespan";"lifespan_yrs";"AveAge";"WithinAge";"newstat";"occasionyear";"avg_invert";"SexEstimate";"WatchType";"newlifespan"
"65";444;432;FALSE;204;"1998-07-16";"1998-07-16";"1998-08-01";"1998-08-01";"1998-08-15";2388;1;1;60;"08:17:00";3576;"BrF";NA;1998;10;0,166666666666667;1992;"1992-12-11";6;6;2073;25;35;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;26,1;43482,56341;43482,56341;0,61064655596247;3582;9,81369863013699;5,33333333333333;0,666666666666667;"Dom";1998;3,40909704426667;0;"F";3149
"66";444;617;FALSE;2889;"1996-07-11";"1996-07-11";"1996-07-27";"1996-07-27";"1996-07-30";2218;1;1;60;"11:00:00";6057;"BrF";NA;1996;11;0,183333333333333;1992;"1992-12-11";4;4;1327;21;35;"1996-06-24";"1996-08-11";1996;5;0;"CN";1996;26,1;86614,03618;86614,03618;0,838543303254291;3582;9,81369863013699;5,33333333333333;-1,33333333333333;"Dom";1996;5,50450219233333;0;"FI";3149
"67";444;431;FALSE;204;"1998-07-16";"1998-07-16";"1998-08-01";"1998-08-01";"1998-08-01";2388;1;1;60;"10:10:00";3576;"BrF";NA;1998;7;0,116666666666667;1992;"1992-12-11";6;6;2059;25;35;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;26,1;43482,56341;43482,56341;-0,0730436859130179;3582;9,81369863013699;5,33333333333333;0,666666666666667;"Dom";1998;3,40909704426667;0;"FI";3149
"68";447;399;FALSE;230;"1998-08-30";"1998-08-30";"1998-09-13";"1998-09-13";"1998-09-15";222;1;1;60;"09:55:00";3625;"BrF";NA;1998;6;0,1;1992;"1992-08-08";6;6;2229;25;54;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;38;33232,9066;33232,9066;-0,300940433204852;2927;8,01917808219178;6,5;-0,5;"Dom";1998;3,40909704426667;0;"FI";2605
"69";447;1203;FALSE;452;"1999-06-22";"1999-06-27";"1999-07-12";"1999-07-12";"1999-07-16";385;1;1;60;"11:25:00";4549;"BrF";NA;1999;8;0,133333333333333;1992;"1992-08-08";7;7;2533;28;54;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;38;41091,176;41091,176;0,154853061378802;2927;8,01917808219178;6,5;0,5;"Dom";1999;5,15521640586667;0;"FI";2605
"70";453;434;FALSE;245;"1998-08-06";"1998-08-06";"1998-08-20";"1998-08-20";"1998-08-20";231;1;1;60;"16:30:00";3652;"BrM";NA;1998;9;0,15;1992;"1992-08-10";6;6;2201;25;65;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;46,2;34195,08624;34195,08624;0,382749808670636;6430;17,6164383561644;6;0;"Dom";1998;3,40909704426667;1;"FI";6430
"71";453;435;FALSE;245;"1998-08-06";"1998-08-06";"1998-08-20";"1998-08-20";"1998-08-22";231;1;1;60;"15:30:00";3652;"BrM";NA;1998;11;0,183333333333333;1992;"1992-08-10";6;6;2203;25;65;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;46,2;34195,08624;34195,08624;0,838543303254291;6430;17,6164383561644;6;0;"Dom";1998;3,40909704426667;1;"FI";6430
"72";453;436;FALSE;245;"1998-08-06";"1998-08-06";"1998-08-20";"1998-08-20";"1998-09-03";231;1;1;60;"08:15:00";3652;"BrM";NA;1998;11;0,183333333333333;1992;"1992-08-10";6;6;2215;25;65;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;46,2;34195,08624;34195,08624;0,838543303254291;6430;17,6164383561644;6;0;"Dom";1998;3,40909704426667;1;"F";6430
"73";454;1261;FALSE;2174;"1996-06-27";"1996-06-27";"1996-07-15";"1996-08-06";"1996-07-07";2224;1;1;60;"16:50:00";6078;"BrF";NA;1996;4;0,0666666666666667;1992;"1992-08-10";4;4;1427;21;45;"1996-06-24";"1996-08-11";1996;6;1;"CN";1996;32;77104,52608;77104,52608;-0,756733927788511;4174;11,4356164383562;4;0;"Dom";1996;5,50450219233333;0;"F";3705
"74";455;360;FALSE;44;"1997-07-11";"1997-07-11";"1997-07-27";"1997-07-27";"1997-08-13";41;2;2;90;"10:50:00";2852;"BrF";NA;1997;6;0,0666666666666667;1992;"1992-08-10";5;5;1829;22;48;"1997-07-01";"1997-08-28";1997;7;1;"CN";1997;33,1;68299,32416;68299,32416;-0,756733927788511;1844;5,05205479452055;5;0;"Dom";1997;6,34906043033333;0;"F";1844
"75";457;377;FALSE;157;"1998-07-20";"1998-07-20";"1998-08-10";"1998-08-10";"1998-08-15";199;1;1;60;"15:25:00";3538;"BrF";NA;1998;19;0,316666666666667;1992;"1992-08-10";6;6;2196;25;16;"1998-06-20";"1998-09-27";1998;5;0;"CN";1998;11;76517,98444;76517,98444;2,66171728158894;2363;6,47397260273973;6;0;"Dom";1998;3,40909704426667;0;"FI";2239
"76";457;378;FALSE;157;"1998-07-20";"1998-07-20";"1998-08-10";"1998-08-10";"1998-08-22";199;1;1;60;"16:50:00";3538;"BrF";NA;1998;16;0,266666666666667;1992;"1992-08-10";6;6;2203;25;16;"1998-06-20";"1998-09-27";1998;5;0;"CN";1998;11;76517,98444;76517,98444;1,97802703971345;2363;6,47397260273973;6;0;"Dom";1998;3,40909704426667;0;"F";2239
"77";458;374;FALSE;348;"1998-07-03";"1998-07-03";"1998-07-17";"1998-07-17";"1998-07-19";197;1;1;60;"16:15:00";3531;"BrF";NA;1998;6;0,1;1992;"1992-08-11";6;6;2168;25;14;"1998-06-20";"1998-09-27";1998;7;1;"CN";1998;9;101357,337;101357,337;-0,300940433204852;4779;13,0931506849315;5,5;0,5;"Dom";1998;3,40909704426667;0;"FI";3704
"78";458;375;FALSE;348;"1998-07-03";"1998-07-03";"1998-07-17";"1998-07-17";"1998-07-25";197;1;1;60;"16:10:00";3531;"BrF";NA;1998;10;0,166666666666667;1992;"1992-08-11";6;6;2174;25;14;"1998-06-20";"1998-09-27";1998;7;1;"CN";1998;9;101357,337;101357,337;0,61064655596247;4779;13,0931506849315;5,5;0,5;"Dom";1998;3,40909704426667;0;"F";3704
"79";458;599;FALSE;2170;"1996-06-25";"1996-07-03";"1996-07-13";"1996-07-21";"1996-07-24";2205;2;1;60;"10:05:00";6019;"BrF";NA;1996;21;0,35;1992;"1992-08-11";4;4;1443;21;14;"1996-06-24";"1996-08-11";1996;7;1;"CN";1996;9;86332,02942;86332,02942;3,11751077617259;4779;13,0931506849315;5,5;-1,5;"Dom";1996;5,50450219233333;0;"F";3704
"80";458;376;FALSE;348;"1998-07-03";"1998-07-03";"1998-07-17";"1998-07-17";"1998-08-01";197;1;1;60;"08:30:00";3531;"BrF";NA;1998;14;0,233333333333333;1992;"1992-08-11";6;6;2181;25;14;"1998-06-20";"1998-09-27";1998;7;1;"CN";1998;9;101357,337;101357,337;1,52223354512978;4779;13,0931506849315;5,5;0,5;"Dom";1998;3,40909704426667;0;"F";3704
"81";459;768;FALSE;759;"2003-07-24";"2003-07-26";"2003-08-19";"2003-08-31";"2003-08-30";485;1;1;90;"07:30:00";7383;"BrF";NA;2003;5;0,0555555555555556;1992;"1992-08-11";11;11;4036;30;55;"2003-06-06";"2003-09-02";2003;4;1;"CN";2003;39;20755,06242;20755,06242;-0,90866509264973;5284;14,4767123287671;11;0;"Dom";2003;3,65308711307692;0;"FI";5284
"82";464;681;FALSE;2214;"1995-07-05";"1995-07-08";"1995-07-21";"1995-07-21";"1995-07-27";2106;1;1;85;"09:00:00";5734;"BrF";NA;1995;8;0,0941176470588235;1992;"1992-08-10";3;3;1081;19;52;"1995-05-22";"1995-09-14";1995;6;0;NA;NA;NA;NA;NA;-0,381374579307851;1462;4,00547945205479;3;0;"Dom";1995;NA;0;"FI";1462
"83";464;638;FALSE;2214;"1995-07-05";"1995-07-08";"1995-07-21";"1995-07-21";"1995-07-20";2106;1;1;90;"14:27:00";5734;"BrF";NA;1995;7;0,0777777777777778;1992;"1992-08-10";3;3;1074;19;52;"1995-05-22";"1995-09-14";1995;6;0;NA;NA;NA;NA;NA;-0,604802762927291;1462;4,00547945205479;3;0;"Dom";1995;NA;0;"FI";1462
"84";466;394;FALSE;225;"1998-08-12";"1998-08-18";"1998-09-01";"1998-09-01";"1998-09-04";220;1;1;60;"11:15:00";3614;"BrF";NA;1998;4;0,0666666666666667;1993;"1993-08-11";5;5;1850;25;51;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;35;45916,2955;45916,2955;-0,756733927788511;2559;7,01095890410959;5;0;"Dom";1998;3,40909704426667;0;"FI";2237
"85";468;668;FALSE;3344;"1995-08-06";"1995-08-24";"1995-08-24";"1995-09-11";"1995-09-11";2115;2;1;60;"15:33:00";5780;"BrF";NA;1995;9;0,15;1992;"1992-08-11";3;3;1126;19;63;"1995-05-22";"1995-09-14";1995;12;2;NA;NA;NA;NA;NA;0,382749808670636;1461;4,0027397260274;3;0;"Dom";1995;NA;0;"F";1461
"86";469;402;FALSE;242;"1998-07-30";"1998-08-11";"1998-08-16";"1998-08-27";"1998-08-26";228;1;1;60;"12:20:00";3643;"BrF";NA;1998;16;0,266666666666667;1992;"1992-08-11";6;6;2206;25;62;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;45;41571,4459;41571,4459;1,97802703971345;2924;8,01095890410959;6;0;"Dom";1998;3,40909704426667;0;"FI";2602
"87";469;404;FALSE;242;"1998-07-30";"1998-08-11";"1998-08-16";"1998-08-27";"1998-09-05";228;1;1;60;"08:35:00";3643;"BrF";NA;1998;5;0,0833333333333333;1992;"1992-08-11";6;6;2216;25;62;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;45;41571,4459;41571,4459;-0,528837180496682;2924;8,01095890410959;6;0;"Dom";1998;3,40909704426667;0;"F";2602
"88";474;362;FALSE;85;"1997-07-05";"1997-07-08";"1997-07-20";"1997-07-20";"1997-08-20";70;1;1;60;"16:30:00";2950;"H";NA;1997;6;0,1;1992;"1992-08-12";5;5;1834;22;89;"1997-07-01";"1997-08-28";1997;6;1;"CN";1997;60;72541,18661;72541,18661;-0,300940433204852;2054;5,62739726027397;3,66666666666667;1,33333333333333;"Sub";1997;6,34906043033333;0;"FL";2054
"89";474;1296;FALSE;1591;"1995-07-07";"1995-07-13";"1995-07-25";"1995-07-29";"1995-08-01";2127;1;1;60;"15:27:00";5831;"H";NA;1995;11;0,183333333333333;1992;"1992-08-12";3;3;1084;19;89;"1995-05-22";"1995-09-14";1995;8;1;NA;NA;NA;NA;NA;0,838543303254291;2054;5,62739726027397;3,66666666666667;-0,666666666666667;"Sub";1995;NA;0;"F";2054
"90";474;683;FALSE;1591;"1995-07-07";"1995-07-13";"1995-07-25";"1995-07-29";"1995-08-03";2127;1;1;60;"10:42:00";5831;"H";NA;1995;7;0,116666666666667;1992;"1992-08-12";3;3;1086;19;89;"1995-05-22";"1995-09-14";1995;8;1;NA;NA;NA;NA;NA;-0,0730436859130179;2054;5,62739726027397;3,66666666666667;-0,666666666666667;"Sub";1995;NA;0;"F";2054
"91";479;356;FALSE;83;"1997-07-20";"1997-07-20";"1997-08-07";"1997-08-07";"1997-08-11";68;1;1;60;"09:35:00";2946;"BrF";NA;1997;6;0,1;1992;"1992-08-16";5;5;1821;22;87;"1997-07-01";"1997-08-28";1997;4;0;"CN";1997;59;44293,96529;44293,96529;-0,300940433204852;2050;5,61643835616438;5;0;"Dom";1997;6,34906043033333;0;"FI";2050
"92";494;616;FALSE;2165;"1996-06-29";"1996-07-12";"1996-07-17";"1996-07-28";"1996-07-30";2220;1;1;60;"09:55:00";6064;"BrM";NA;1996;11;0,183333333333333;1990;"1990-07-02";6;6;2220;21;40;"1996-06-24";"1996-08-11";1996;4;1;"CN";1996;29;37106,82432;37106,82432;0,838543303254291;4475;12,2602739726027;6,33333333333333;-0,333333333333333;"Dom";1996;5,50450219233333;1;"F";4042
"93";494;390;FALSE;210;"1998-08-06";"1998-08-06";"1998-08-28";"1998-08-28";"1998-08-31";213;1;1;60;"11:11:00";3586;"BrM";NA;1998;5;0,0833333333333333;1990;"1990-07-02";8;8;2982;25;40;"1998-06-20";"1998-09-27";1998;6;0;"CN";1998;29;28484,55514;28484,55514;-0,528837180496682;4475;12,2602739726027;6,33333333333333;1,66666666666667;"Dom";1998;3,40909704426667;1;"FI";4042
"94";494;656;FALSE;2210;"1995-07-17";"1995-07-17";"1995-08-04";"1995-08-05";"1995-08-08";2100;1;1;90;"14:20:00";5700;"BrM";NA;1995;12;0,133333333333333;1990;"1990-07-02";5;5;1863;19;40;"1995-05-22";"1995-09-14";1995;5;1;NA;NA;NA;NA;NA;0,154853061378802;4475;12,2602739726027;6,33333333333333;-1,33333333333333;"Dom";1995;NA;1;"FI";4042
"95";497;679;FALSE;2206;"1995-07-01";"1995-07-05";"1995-07-17";"1995-07-21";"1995-07-27";2082;1;1;90;"09:00:00";5625;"BrM";NA;1995;20;0,222222222222222;1993;"1993-07-08";2;2;749;19;8;"1995-05-22";"1995-09-14";1995;5;0;NA;NA;NA;NA;NA;1,37030238026856;5183;14,2;7,72727272727273;-5,72727272727273;"Dom";1995;NA;1;"F";5183
"96";497;1198;FALSE;473;"1999-08-07";"1999-08-07";"1999-08-21";"1999-08-21";"1999-08-26";354;1;1;60;"15:40:00";4427;"BrM";NA;1999;18;0,3;1993;"1993-07-08";6;6;2240;28;8;"1999-07-02";"1999-09-26";1999;5;0;"CN";1999;5;30202,16877;30202,16877;2,4338205342971;5183;14,2;7,72727272727273;-1,72727272727273;"Dom";1999;5,15521640586667;1;"FI";5183
"97";497;757;FALSE;781;"2003-07-21";"2003-08-05";"2003-08-09";"2003-08-10";"2003-08-20";450;1;1;90;"09:44:00";7364;"BrM";NA;2003;13;0,144444444444444;1993;"1993-07-08";10;10;3695;30;8;"2003-06-06";"2003-09-02";2003;4;1;"CN";2003;5;13092,49945;13092,49945;0,30678422624002;5183;14,2;7,72727272727273;2,27272727272727;"Dom";2003;3,65308711307692;1;"FI";5183
"98";497;369;FALSE;254;"1998-06-29";"1998-07-04";"1998-07-14";"1998-07-17";"1998-08-03";193;1;1;60;"08:05:00";3516;"BrM";NA;1998;15;0,25;1993;"1993-07-08";5;5;1852;25;8;"1998-06-20";"1998-09-27";1998;6;1;"CN";1998;5;32084,70476;32084,70476;1,75013029242161;5183;14,2;7,72727272727273;-2,72727272727273;"Dom";1998;3,40909704426667;1;"F";5183
"99";497;34;FALSE;968;"2004-07-29";"2004-08-01";"2004-08-17";"2004-08-17";"2004-08-20";570;1;1;90;"09:44:00";7570;"BrM";NA;2004;13;0,144444444444444;1993;"1993-07-08";11;11;4061;34;8;"2004-05-30";"2004-09-02";2004;6;1;"CN";2004;5;8333,941562;8333,941562;0,30678422624002;5183;14,2;7,72727272727273;3,27272727272727;"Dom";2004;3,1884100425;1;"FI";5183
"100";497;667;FALSE;2206;"1995-07-01";"1995-07-05";"1995-07-17";"1995-07-21";"1995-07-25";2082;1;1;90;"08:30:00";5625;"BrM";NA;1995;20;0,222222222222222;1993;"1993-07-08";2;2;747;19;8;"1995-05-22";"1995-09-14";1995;5;0;NA;NA;NA;NA;NA;1,37030238026856;5183;14,2;7,72727272727273;-5,72727272727273;"Dom";1995;NA;1;"FI";5183
"101";497;729;FALSE;781;"2003-07-21";"2003-08-05";"2003-08-09";"2003-08-10";"2003-08-10";450;1;1;90;"09:21:00";7364;"BrM";NA;2003;11;0,122222222222222;1993;"1993-07-08";10;10;3685;30;8;"2003-06-06";"2003-09-02";2003;4;1;"CN";2003;5;13092,49945;13092,49945;0,00292189651758422;5183;14,2;7,72727272727273;2,27272727272727;"Dom";2003;3,65308711307692;1;"F";5183
"102";497;367;FALSE;254;"1998-06-29";"1998-07-04";"1998-07-14";"1998-07-17";"1998-07-20";193;1;1;60;"10:55:00";3516;"BrM";NA;1998;16;0,266666666666667;1993;"1993-07-08";5;5;1838;25;8;"1998-06-20";"1998-09-27";1998;6;1;"CN";1998;5;32084,70476;32084,70476;1,97802703971345;5183;14,2;7,72727272727273;-2,72727272727273;"Dom";1998;3,40909704426667;1;"FI";5183
"103";497;763;FALSE;781;"2003-07-21";"2003-08-05";"2003-08-09";"2003-08-10";"2003-08-27";450;1;1;90;"08:54:00";7364;"BrM";NA;2003;14;0,155555555555556;1993;"1993-07-08";10;10;3702;30;8;"2003-06-06";"2003-09-02";2003;4;1;"CN";2003;5;13092,49945;13092,49945;0,458715391101252;5183;14,2;7,72727272727273;2,27272727272727;"Dom";2003;3,65308711307692;1;"FI";5183
"104";497;37;FALSE;968;"2004-07-29";"2004-08-01";"2004-08-17";"2004-08-17";"2004-08-27";570;1;1;90;"08:54:00";7570;"BrM";NA;2004;14;0,155555555555556;1993;"1993-07-08";11;11;4068;34;8;"2004-05-30";"2004-09-02";2004;6;1;"CN";2004;5;8333,941562;8333,941562;0,458715391101252;5183;14,2;7,72727272727273;3,27272727272727;"Dom";2004;3,1884100425;1;"FI";5183
"105";497;171;FALSE;1494;"2006-07-14";"2006-07-25";"2006-08-01";"2006-08-10";"2006-08-09";3766;1;1;60;"09:50:00";13424;"BrM";NA;2006;9;0,15;1993;"1993-07-08";13;13;4780;75;8;"2006-06-12";"2006-09-02";2006;4;1;"CN";2006;5;16159,92047;16159,92047;0,382749808670636;5183;14,2;7,72727272727273;5,27272727272727;"Dom";2006;3,14873123264286;1;"FI";5183
"106";499;374;FALSE;348;"1998-07-03";"1998-07-03";"1998-07-17";"1998-07-17";"1998-07-19";197;1;1;60;"16:15:00";3532;"BrM";NA;1998;7;0,116666666666667;1993;"1993-07-08";5;5;1837;25;14;"1998-06-20";"1998-09-27";1998;7;1;"CN";1998;9;101357,337;101357,337;-0,0730436859130179;4804;13,1616438356164;4,5;0,5;"Dom";1998;3,40909704426667;1;"FI";4804
"107";499;599;FALSE;2170;"1996-06-25";"1996-07-03";"1996-07-13";"1996-07-21";"1996-07-24";2205;2;1;60;"10:05:00";6020;"BrM";NA;1996;4;0,0666666666666667;1993;"1993-07-08";3;3;1112;21;14;"1996-06-24";"1996-08-11";1996;7;1;"CN";1996;9;86332,02942;86332,02942;-0,756733927788511;4804;13,1616438356164;4,5;-1,5;"Dom";1996;5,50450219233333;1;"F";4804
"108";499;376;FALSE;348;"1998-07-03";"1998-07-03";"1998-07-17";"1998-07-17";"1998-08-01";197;1;1;60;"08:30:00";3532;"BrM";NA;1998;4;0,0666666666666667;1993;"1993-07-08";5;5;1850;25;14;"1998-06-20";"1998-09-27";1998;7;1;"CN";1998;9;101357,337;101357,337;-0,756733927788511;4804;13,1616438356164;4,5;0,5;"Dom";1998;3,40909704426667;1;"F";4804
"109";499;375;FALSE;348;"1998-07-03";"1998-07-03";"1998-07-17";"1998-07-17";"1998-07-25";197;1;1;60;"16:10:00";3532;"BrM";NA;1998;6;0,1;1993;"1993-07-08";5;5;1843;25;14;"1998-06-20";"1998-09-27";1998;7;1;"CN";1998;9;101357,337;101357,337;-0,300940433204852;4804;13,1616438356164;4,5;0,5;"Dom";1998;3,40909704426667;1;"F";4804
"110";500;616;FALSE;2165;"1996-06-29";"1996-07-12";"1996-07-17";"1996-07-28";"1996-07-30";2220;1;1;60;"09:55:00";6063;"BrF";NA;1996;9;0,15;1991;"1991-05-03";5;5;1915;21;40;"1996-06-24";"1996-08-11";1996;4;1;"CN";1996;29;37106,82432;37106,82432;0,382749808670636;2704;7,40821917808219;4,5;0,5;"Dom";1996;5,50450219233333;0;"F";2704
"111";500;656;FALSE;2210;"1995-07-17";"1995-07-17";"1995-08-04";"1995-08-05";"1995-08-08";2100;1;1;90;"14:20:00";5699;"BrF";NA;1995;2;0,0222222222222222;1991;"1991-05-03";4;4;1558;19;40;"1995-05-22";"1995-09-14";1995;5;1;NA;NA;NA;NA;NA;-1,36445858723339;2704;7,40821917808219;4,5;-0,5;"Dom";1995;NA;0;"FI";2704
"112";501;430;FALSE;135;"1998-08-24";"1998-08-24";"1998-09-08";"1998-09-08";"1998-09-12";188;1;1;60;"09:40:00";3502;"BrM";NA;1998;8;0,133333333333333;1994;"1994-04-09";4;4;1617;25;2;"1998-06-20";"1998-09-27";1998;7;0;"CN";1998;1,1;37587,66655;37587,66655;0,154853061378802;3931;10,7698630136986;4;0;"Dom";1998;3,40909704426667;1;"FI";3098
"113";501;429;FALSE;135;"1998-08-24";"1998-08-24";"1998-09-08";"1998-09-08";"1998-09-08";188;1;1;60;"08:40:00";3502;"BrM";NA;1998;6;0,1;1994;"1994-04-09";4;4;1613;25;2;"1998-06-20";"1998-09-27";1998;7;0;"CN";1998;1,1;37587,66655;37587,66655;-0,300940433204852;3931;10,7698630136986;4;0;"Dom";1998;3,40909704426667;1;"FI";3098
"114";502;1187;FALSE;401;"1999-08-12";"1999-08-12";"1999-08-28";"1999-08-28";"1999-08-29";366;1;1;60;"10:00:00";4467;"BrF";NA;1999;8;0,133333333333333;1993;"1993-07-08";6;6;2243;28;25;"1999-07-02";"1999-09-26";1999;5;0;"CN";1999;19;55897,51751;55897,51751;0,154853061378802;2593;7,1041095890411;6;0;"Dom";1999;5,15521640586667;0;"FI";2271
"115";504;1176;FALSE;430;"1999-08-16";"1999-08-16";"1999-08-31";"1999-08-31";"1999-09-11";353;2;2;60;"16:15:00";4419;"BrF";NA;1999;7;0,116666666666667;1993;"1993-07-08";6;6;2256;28;5;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;3,1;56633,58583;56633,58583;-0,0730436859130179;2593;7,1041095890411;6;0;"Dom";1999;5,15521640586667;0;"F";2593
"116";505;678;FALSE;2218;NA;"1995-06-02";NA;"1995-06-19";"1995-07-19";2138;1;1;90;"15:03:00";5869;"BrF";NA;1995;27;0,3;1993;"1993-07-08";2;2;741;19;108;"1995-05-22";"1995-09-14";1995;5;2;NA;NA;NA;NA;NA;2,4338205342971;1724;4,72328767123288;2;0;"Dom";1995;NA;0;"FL";1724
"117";505;676;FALSE;2218;NA;"1995-06-02";NA;"1995-06-19";"1995-07-04";2138;1;1;90;"08:08:00";5869;"BrF";NA;1995;20;0,222222222222222;1993;"1993-07-08";2;2;726;19;108;"1995-05-22";"1995-09-14";1995;5;2;NA;NA;NA;NA;NA;1,37030238026856;1724;4,72328767123288;2;0;"Dom";1995;NA;0;"FL";1724
"118";505;1511;FALSE;2218;NA;"1995-06-02";NA;"1995-06-19";"1995-08-11";2138;1;1;90;"09:30:00";5869;"BrF";NA;1995;31;0,344444444444444;1993;"1993-07-08";2;2;764;19;108;"1995-05-22";"1995-09-14";1995;5;2;NA;NA;NA;NA;NA;3,04154519374197;1724;4,72328767123288;2;0;"Dom";1995;NA;0;"FL";1724
"119";506;678;FALSE;2218;NA;"1995-06-02";NA;"1995-06-19";"1995-07-19";2138;1;1;90;"15:03:00";5866;"H";NA;1995;5;0,0555555555555556;1993;"1993-07-08";2;2;741;19;108;"1995-05-22";"1995-09-14";1995;5;2;NA;NA;NA;NA;NA;-0,90866509264973;3978;10,8986301369863;2;0;"Sub";1995;NA;1;"FL";3373
"120";507;385;FALSE;196;"1998-07-13";"1998-07-22";"1998-08-03";"1998-08-03";"1998-08-07";208;1;1;60;"12:05:00";3564;"BrM";NA;1998;6;0,1;1993;"1993-07-08";5;5;1856;25;30;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;23;70014,40456;70014,40456;-0,300940433204852;5540;15,1780821917808;6,5;-1,5;"Dom";1998;3,40909704426667;1;"F";5540
"121";507;386;FALSE;196;"1998-07-13";"1998-07-22";"1998-08-03";"1998-08-03";"1998-08-16";208;1;1;60;"16:00:00";3564;"BrM";NA;1998;9;0,15;1993;"1993-07-08";5;5;1865;25;30;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;23;70014,40456;70014,40456;0,382749808670636;5540;15,1780821917808;6,5;-1,5;"Dom";1998;3,40909704426667;1;"F";5540
"122";507;358;FALSE;34;"1997-07-30";"1997-07-30";"1997-08-11";"1997-08-11";"1997-08-11";32;1;1;60;"09:27:00";2813;"BrM";NA;1997;10;0,166666666666667;1993;"1993-07-08";4;4;1495;22;30;"1997-07-01";"1997-08-28";1997;3;0;"CN";1997;23;56237,10445;56237,10445;0,61064655596247;5540;15,1780821917808;6,5;-2,5;"Dom";1997;6,34906043033333;1;"FI";5540
"123";507;140;FALSE;1440;"2006-07-15";"2006-07-18";"2006-07-31";"2006-08-03";"2006-08-03";3782;1;1;90;"14:47:00";13486;"BrM";NA;2006;8;0,0888888888888889;1993;"1993-07-08";13;13;4774;75;30;"2006-06-12";"2006-09-02";2006;4;1;"CN";2006;23;4177,440463;4177,440463;-0,452871598066071;5540;15,1780821917808;6,5;6,5;"Dom";2006;3,14873123264286;1;"F";5540
"124";507;1208;FALSE;413;"1999-07-11";"1999-07-11";"1999-07-26";"1999-07-26";"1999-07-29";370;1;1;60;"11:55:00";4482;"BrM";NA;1999;8;0,133333333333333;1993;"1993-07-08";6;6;2212;28;30;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;23;40071,53025;40071,53025;0,154853061378802;5540;15,1780821917808;6,5;-0,5;"Dom";1999;5,15521640586667;1;"FI";5540
"125";507;532;FALSE;413;"1999-07-11";"1999-07-11";"1999-07-26";"1999-07-26";"1999-08-08";370;1;1;60;"09:15:00";4482;"BrM";NA;1999;2;0,0333333333333333;1993;"1993-07-08";6;6;2222;28;30;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;23;40071,53025;40071,53025;-1,21252742237217;5540;15,1780821917808;6,5;-0,5;"Dom";1999;5,15521640586667;1;"F";5540
"126";510;649;FALSE;2215;"1995-07-31";"1995-08-06";"1995-08-16";"1995-08-16";"1995-09-01";2112;2;1;60;"11:33:00";5760;"BrM";NA;1995;13;0,216666666666667;1993;"1993-07-11";2;2;782;19;59;"1995-05-22";"1995-09-14";1995;7;1;NA;NA;NA;NA;NA;1,29433679783796;5180;14,1917808219178;2;0;"Dom";1995;NA;1;"F";5180
"127";511;392;FALSE;224;"1998-07-14";"1998-07-20";"1998-08-01";"1998-08-05";"1998-08-07";219;1;1;60;"10:20:00";3611;"BrF";NA;1998;6;0,1;1993;"1993-07-11";5;5;1853;25;49;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;34;44233,84755;44233,84755;-0,300940433204852;2028;5,55616438356164;5;0;"Dom";1998;3,40909704426667;0;"FI";2028
"128";523;408;FALSE;275;"1998-07-25";"1998-07-25";"1998-08-08";"1998-08-08";"1998-08-11";242;1;1;60;"11:55:00";3690;"BrM";NA;1998;6;0,1;1993;"1993-07-16";5;5;1852;25;83;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;56;47464,99086;47464,99086;-0,300940433204852;2932;8,03287671232877;5;0;"Dom";1998;3,40909704426667;1;"FI";2932
"129";523;409;FALSE;275;"1998-07-25";"1998-07-25";"1998-08-08";"1998-08-08";"1998-08-23";242;1;1;60;"16:48:00";3690;"BrM";NA;1998;13;0,216666666666667;1993;"1993-07-16";5;5;1864;25;83;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;56;47464,99086;47464,99086;1,29433679783796;2932;8,03287671232877;5;0;"Dom";1998;3,40909704426667;1;"F";2932
